trade_id,timestamp_entry,direction,session,entry_price,sl,tp1,tp2,lot_leg1,lot_leg2,lot_runner,iceberg_aligned,gate_score,gate_reason,gate_v4_status,leg1_result,leg1_exit_price,leg1_exit_time,leg2_result,leg2_exit_price,leg2_exit_time,leg3_result,leg3_exit_price,leg3_exit_time,total_pnl_usd,shield_activated,duration_minutes,mae_pts,mfe_pts
51,2026-04-02T16:30:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,9,momentum OK (d4h=+3443) | iceberg absorption sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,152.0,20.949999999999818,8.200000000000728
52,2026-04-02T16:35:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,8,momentum OK (d4h=+3011) | iceberg absorption sc=+6,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,147.0,20.949999999999818,8.200000000000728
53,2026-04-02T16:40:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,8,iceberg absorption sc=+8,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,142.0,20.949999999999818,8.200000000000728
54,2026-04-02T16:41:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4696.450000000001,2026-04-02T20:41:00+00:00,WINDOW_END,4696.450000000001,2026-04-02T20:41:00+00:00,15.66,True,240.0,4.150000000000546,31.199999999999818
55,2026-04-02T17:30:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,18.06,True,209.0,4.150000000000546,31.199999999999818
56,2026-04-02T17:35:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,6,iceberg absorption sc=+6,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,WINDOW_END,4702.450000000001,2026-04-02T20:59:00+00:00,18.06,True,204.0,4.150000000000546,31.199999999999818
57,2026-04-02T17:40:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,82.0,20.949999999999818,8.200000000000728
58,2026-04-02T17:45:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,77.0,20.949999999999818,8.200000000000728
59,2026-04-02T17:49:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,16.3,True,231.0,4.150000000000546,31.199999999999818
60,2026-04-02T17:51:00+00:00,LONG,NY,4677.3,4657.3,4697.3,4727.3,0.04,0.03,0.01,True,6,iceberg large_order sc=+6,UNKNOWN,TP1_HIT,4697.3,2026-04-02T18:58:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,WINDOW_END,4698.05,2026-04-02T21:40:00+00:00,16.3,True,229.0,4.150000000000546,31.199999999999818
61,2026-04-02T18:05:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,57.0,20.949999999999818,3.899999999999636
62,2026-04-02T18:10:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg absorption sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,52.0,20.949999999999818,3.899999999999636
63,2026-04-02T18:17:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,45.0,20.949999999999818,3.899999999999636
64,2026-04-02T18:20:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,42.0,20.949999999999818,3.899999999999636
65,2026-04-02T18:30:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,5,iceberg absorption sc=+5,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,32.0,20.949999999999818,0.0
66,2026-04-02T18:35:00+00:00,SHORT,NY,4681.35,4701.35,4661.35,4631.35,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,SL_HIT,4704.35,2026-04-02T19:02:00+00:00,-18.4,False,27.0,20.949999999999818,0.0
67,2026-04-06T01:01:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.02,0.02,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4680.1,2026-04-06T02:17:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,4.0,True,122.0,13.700000000000728,37.25
68,2026-04-06T01:05:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.01,0.01,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,TP1_HIT,4680.1,2026-04-06T02:17:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,2.0,True,118.0,13.700000000000728,37.25
69,2026-04-06T01:30:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.02,0.02,0.01,True,9,iceberg large_order sc=+9,UNKNOWN,TP1_HIT,4680.1,2026-04-06T02:17:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,4.0,True,93.0,12.75,37.25
70,2026-04-06T02:01:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.02,0.02,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4680.1,2026-04-06T02:17:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,4.0,True,62.0,10.649999999999636,37.25
71,2026-04-06T02:09:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.02,0.02,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4680.1,2026-04-06T02:17:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,SHIELD_HIT,4660.1,2026-04-06T03:03:00+00:00,4.0,True,54.0,3.25,37.25
72,2026-04-06T03:16:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.01,0.01,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,TP1_HIT,4680.1,2026-04-06T04:54:00+00:00,WINDOW_END,4676.65,2026-04-06T07:16:00+00:00,WINDOW_END,4676.65,2026-04-06T07:16:00+00:00,5.31,True,240.0,9.100000000000364,43.69999999999982
73,2026-04-06T03:24:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.01,0.01,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,TP1_HIT,4680.1,2026-04-06T04:54:00+00:00,WINDOW_END,4670.5,2026-04-06T07:24:00+00:00,WINDOW_END,4670.5,2026-04-06T07:24:00+00:00,4.08,True,240.0,9.100000000000364,43.69999999999982
74,2026-04-06T03:25:00+00:00,LONG,Asian,4660.1,4640.1,4680.1,4710.1,0.02,0.02,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4680.1,2026-04-06T04:54:00+00:00,WINDOW_END,4671.450000000001,2026-04-06T07:25:00+00:00,WINDOW_END,4671.450000000001,2026-04-06T07:25:00+00:00,7.41,True,240.0,9.100000000000364,43.69999999999982
75,2026-04-06T05:16:00+00:00,SHORT,Asian,4701.35,4721.35,4681.35,4651.35,0.02,0.02,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,TP1_HIT,4681.35,2026-04-06T05:58:00+00:00,SHIELD_HIT,4701.35,2026-04-06T07:50:00+00:00,SHIELD_HIT,4701.35,2026-04-06T07:50:00+00:00,4.0,True,154.0,2.449999999999818,30.900000000000546
76,2026-04-06T05:20:00+00:00,SHORT,Asian,4701.35,4721.35,4681.35,4651.35,0.02,0.02,0.01,True,6,iceberg absorption sc=+6,UNKNOWN,TP1_HIT,4681.35,2026-04-06T05:58:00+00:00,SHIELD_HIT,4701.35,2026-04-06T07:50:00+00:00,SHIELD_HIT,4701.35,2026-04-06T07:50:00+00:00,4.0,True,150.0,1.2999999999992724,30.900000000000546
77,2026-04-06T07:50:00+00:00,SHORT,London,4701.35,4721.35,4681.35,4651.35,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4724.35,2026-04-06T08:25:00+00:00,SL_HIT,4724.35,2026-04-06T08:25:00+00:00,SL_HIT,4724.35,2026-04-06T08:25:00+00:00,-16.1,False,35.0,20.399999999999636,0.0
78,2026-04-06T10:14:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,126.0,20.599999999999454,8.449999999999818
79,2026-04-06T10:15:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,125.0,20.599999999999454,8.449999999999818
80,2026-04-06T10:25:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,115.0,20.599999999999454,8.449999999999818
81,2026-04-06T10:35:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,2,iceberg sweep sc=+2,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,105.0,20.599999999999454,8.449999999999818
82,2026-04-06T10:46:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,94.0,20.599999999999454,8.100000000000364
83,2026-04-06T11:22:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,58.0,20.599999999999454,5.800000000000182
84,2026-04-06T11:25:00+00:00,LONG,London,4714.7,4694.7,4734.7,4764.7,0.03,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,SL_HIT,4691.7,2026-04-06T12:20:00+00:00,-16.1,False,55.0,20.599999999999454,5.800000000000182
85,2026-04-06T11:57:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,198.0,24.75,18.400000000000546
86,2026-04-06T12:08:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,1,iceberg large_order sc=+1,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,187.0,24.75,18.400000000000546
87,2026-04-06T12:10:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.02,0.02,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-11.5,False,185.0,24.75,18.400000000000546
88,2026-04-06T12:37:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,2,iceberg sweep sc=+2,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,158.0,24.75,18.400000000000546
89,2026-04-06T12:45:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,1,iceberg large_order sc=+1,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,150.0,24.75,18.400000000000546
90,2026-04-06T12:50:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.02,0.02,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-11.5,False,145.0,24.75,18.400000000000546
91,2026-04-06T12:55:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.02,0.02,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-11.5,False,140.0,24.75,18.400000000000546
92,2026-04-06T13:00:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,135.0,24.75,18.400000000000546
93,2026-04-06T13:32:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,103.0,24.75,18.400000000000546
94,2026-04-06T13:47:00+00:00,LONG,London,4705.4,4685.4,4725.4,4755.4,0.03,0.03,0.01,True,4,iceberg large_order sc=+4,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-16.1,False,88.0,24.75,18.400000000000546
95,2026-04-06T14:01:00+00:00,LONG,NY,4705.4,4685.4,4725.4,4755.4,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-18.4,False,74.0,24.75,18.400000000000546
96,2026-04-06T14:21:00+00:00,LONG,NY,4705.4,4685.4,4725.4,4755.4,0.04,0.03,0.01,True,2,iceberg sweep sc=+2,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-18.4,False,54.0,24.75,18.400000000000546
97,2026-04-06T14:48:00+00:00,LONG,NY,4705.4,4685.4,4725.4,4755.4,0.04,0.03,0.01,True,5,iceberg absorption sc=+5,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-18.4,False,27.0,24.75,8.100000000000364
98,2026-04-06T14:50:00+00:00,LONG,NY,4705.4,4685.4,4725.4,4755.4,0.04,0.03,0.01,True,7,iceberg large_order sc=+7,UNKNOWN,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,SL_HIT,4682.4,2026-04-06T15:15:00+00:00,-18.4,False,25.0,24.75,8.100000000000364
99,2026-04-06T19:17:00+00:00,LONG,NY,4674.75,4654.75,4694.75,4724.75,0.04,0.03,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,10.8,False,164.0,2.0,14.600000000000364
100,2026-04-06T19:20:00+00:00,LONG,NY,4674.75,4654.75,4694.75,4724.75,0.03,0.02,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,8.1,False,161.0,1.1499999999996362,14.600000000000364
101,2026-04-06T19:26:00+00:00,LONG,NY,4674.75,4654.75,4694.75,4724.75,0.03,0.02,0.01,False,0,sinais neutros -- nivel estrutural valido,UNKNOWN,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,WINDOW_END,4688.25,2026-04-06T22:01:00+00:00,8.1,False,155.0,0.1499999999996362,14.600000000000364
102,2026-04-06T22:01:00+00:00,SHORT,Asian,4687.35,4707.35,4667.35,4637.35,0.02,0.02,0.01,True,3,iceberg large_order sc=+3,UNKNOWN,TP1_HIT,4667.35,2026-04-07T01:00:00+00:00,SHIELD_HIT,4687.35,2026-04-07T01:03:00+00:00,SHIELD_HIT,4687.35,2026-04-07T01:03:00+00:00,4.0,True,182.0,1.1000000000003638,33.25
